From,To,Distance (m),Travel Time (1-10),Traffic Density
Bệnh viện Quận 7,"803/23/10 Huỳnh Tấn Phát,",1025.65,10,low
Cà Phê Long Béo,"78B đường số 43, khu phố 4",1025.7,10,low
"78B đường số 43, khu phố 4",Cà Phê Long Béo,1025.7,10,low
"toà a1, chung cư q7 riverside complex, 04 Đào trí, phường phú thuận, quận 7, thành phố hồ chí minh,",Trường Tiểu học Nguyễn Văn Hưởng,1026.8,10,medium
Trường Tiểu học Nguyễn Văn Hưởng,"toà a1, chung cư q7 riverside complex, 04 Đào trí, phường phú thuận, quận 7, thành phố hồ chí minh,",1026.8,10,low
Phan Huy Thục,Katinat Nguyễn Thị Thập,1027.32,10,low
Katinat Nguyễn Thị Thập,Phan Huy Thục,1027.32,10,low
Tịnh xá Ngọc Quy,"Riverpark Premier - Riverpark 2, Nguyễn Đức Cảnh C-16.05,",1027.72,10,medium
"Riverpark Premier - Riverpark 2, Nguyễn Đức Cảnh C-16.05,",Tịnh xá Ngọc Quy,1027.72,10,low
Mai Văn Vĩnh,Nhà Thuốc An Khang,1028.36,10,low
Nhà Thuốc An Khang,Mai Văn Vĩnh,1028.36,10,medium
Đại Lý Sơn Nuớc Trường Đạt,불막열삼,1030.1,10,low
불막열삼,Đại Lý Sơn Nuớc Trường Đạt,1030.1,10,medium
Parkson,"15 Nguyen Cao,",1031.33,10,low
"15 Nguyen Cao,",Parkson,1031.33,10,medium
"36A, Đường 81,",불막열삼,1031.81,10,low
불막열삼,"36A, Đường 81,",1031.81,10,medium
Chợ Cư xá Ngân hàng,2/2 Đường Số 79,1032.65,10,medium
2/2 Đường Số 79,Chợ Cư xá Ngân hàng,1032.65,10,low
Nguyễn Thị Thập,Quán Rắn Hương Phù Sa,1032.82,10,low
Quán Rắn Hương Phù Sa,Nguyễn Thị Thập,1032.82,10,low
Đại học Cảnh sát,Nhà Thuốc An Khang,1034.71,10,low
Nhà Thuốc An Khang,Đại học Cảnh sát,1034.71,10,low
British English Club,Công viên Mỹ Kim,1035.16,10,medium
Công viên Mỹ Kim,British English Club,1035.16,10,medium
Chợ Cư xá Ngân hàng,"KC 52/13 HUYNH TAN PHAT KP3,",1037.44,10,medium
"KC 52/13 HUYNH TAN PHAT KP3,",Chợ Cư xá Ngân hàng,1037.44,10,low
Tịnh xá Ngọc Quy,Đại Lý Sơn Nuớc Trường Đạt,1037.66,10,medium
Đại Lý Sơn Nuớc Trường Đạt,Tịnh xá Ngọc Quy,1037.66,10,low
Bia Góc,Quán Cơm Tâm Mộc,1038.83,10,low
Quán Cơm Tâm Mộc,Bia Góc,1038.83,10,low
Mai Văn Vĩnh,Chè Thiên Đường,1039.6,10,high
Chè Thiên Đường,Mai Văn Vĩnh,1039.6,10,low
British English Club,"163 đường 45,",1040.31,10,high
"163 đường 45,",British English Club,1040.31,10,high
"9/1 trần trọng cung, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",Bệnh viện Quận 7,1041.05,10,medium
Bệnh viện Quận 7,"9/1 trần trọng cung, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1041.05,10,high
"36A, Đường 81,","170A Lâm Văn Bền, KP4,",1041.34,10,medium
"170A Lâm Văn Bền, KP4,","36A, Đường 81,",1041.34,10,medium
Cà Phê Long Béo,"1489 Nguyễn Văn Linh, Tòa IPC",1041.65,10,high
"1489 Nguyễn Văn Linh, Tòa IPC",Cà Phê Long Béo,1041.65,10,low
Parkson,"Số nhà 15 Nguyễn Cao, Toà nhà Chung cư Hapy Valley,",1045.08,10,low
"Số nhà 15 Nguyễn Cao, Toà nhà Chung cư Hapy Valley,",Parkson,1045.08,10,medium
À La Main,Boutique Charmés,1045.28,10,low
Boutique Charmés,À La Main,1045.28,10,high
Đại Lý Sơn Nuớc Trường Đạt,"block e, khu chung cư himlam riverside, phường tân hưng, quận 7, phường tân hưng, quận 7, thành phố hồ chí minh,",1045.32,10,high
"block e, khu chung cư himlam riverside, phường tân hưng, quận 7, phường tân hưng, quận 7, thành phố hồ chí minh,",Đại Lý Sơn Nuớc Trường Đạt,1045.32,10,low
Bia Góc,Quán Ăn An Ký,1045.65,10,low
Quán Ăn An Ký,Bia Góc,1045.65,10,medium
Tịnh xá Ngọc Quy,"Chung cư mỹ cảnh, đường Phạm Thái Bường,",1046.64,10,medium
"Chung cư mỹ cảnh, đường Phạm Thái Bường,",Tịnh xá Ngọc Quy,1046.64,10,low
Chè Thiên Đường,Boutique Charmés,1047.73,10,low
Boutique Charmés,Chè Thiên Đường,1047.73,10,high
Thiên Sơn Plaza,Quán Ăn An Ký,1048.13,10,low
Quán Ăn An Ký,Thiên Sơn Plaza,1048.13,10,medium
Bùi Văn Ba,"Căn hộ 112, chung cư An Hoà 7, đường số 7,",1049.5,10,low
"Căn hộ 112, chung cư An Hoà 7, đường số 7,",Bùi Văn Ba,1049.5,10,high
"9/1 trần trọng cung, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",Bệnh viện Quận 7,1049.57,10,medium
Bệnh viện Quận 7,"9/1 trần trọng cung, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1049.57,10,high
Đại Lý Sơn Nuớc Trường Đạt,Hương Sen Spa,1050.18,10,high
Hương Sen Spa,Đại Lý Sơn Nuớc Trường Đạt,1050.18,10,low
2/2 Đường Số 79,Katinat Nguyễn Thị Thập,1050.38,10,low
Katinat Nguyễn Thị Thập,2/2 Đường Số 79,1050.38,10,low
Parkson,An Vegetarian,1050.85,10,medium
An Vegetarian,Parkson,1050.85,10,low
Bia Góc,"1489 Nguyễn Văn Linh, Tòa IPC",1052.36,10,low
"1489 Nguyễn Văn Linh, Tòa IPC",Bia Góc,1052.36,10,high
Hỷ Lạc Bánh Mì Chay,Quán Rắn Hương Phù Sa,1052.69,10,low
Quán Rắn Hương Phù Sa,Hỷ Lạc Bánh Mì Chay,1052.69,10,high
Bia Góc,Tịnh xá Ngọc Quy,1052.96,10,high
Tịnh xá Ngọc Quy,Bia Góc,1052.96,10,low
British English Club,Thiên Sơn Plaza,1052.97,10,high
Thiên Sơn Plaza,British English Club,1052.97,10,medium
Đại học Cảnh sát,Nguyễn Văn Linh,1053.54,10,low
Nguyễn Văn Linh,Đại học Cảnh sát,1053.54,10,low
Quán Cơm Tâm Mộc,Cà Phê Long Béo,1053.67,10,low
Cà Phê Long Béo,Quán Cơm Tâm Mộc,1053.67,10,high
Bia Góc,"170A Lâm Văn Bền, KP4,",1057.35,10,low
"170A Lâm Văn Bền, KP4,",Bia Góc,1057.35,10,low
British English Club,Đại học Cảnh sát,1058.08,10,low
Đại học Cảnh sát,British English Club,1058.08,10,low
Quán Rắn Hương Phù Sa,"Số nhà 15 Nguyễn Cao, Toà nhà Chung cư Hapy Valley,",1058.35,10,high
"Số nhà 15 Nguyễn Cao, Toà nhà Chung cư Hapy Valley,",Quán Rắn Hương Phù Sa,1058.35,10,medium
Tịnh xá Ngọc Quy,Si Cafe,1062.19,10,medium
Si Cafe,Tịnh xá Ngọc Quy,1062.19,10,low
541 Huỳnh Tấn Phát,"35/4 Hẻm 39 Đường Bùi Văn Ba,",1062.77,10,high
"35/4 Hẻm 39 Đường Bùi Văn Ba,",541 Huỳnh Tấn Phát,1062.77,10,high
Bia Góc,43 Đường Số 43,1062.87,10,medium
43 Đường Số 43,Bia Góc,1062.87,10,high
Quán Rắn Hương Phù Sa,"15 Nguyen Cao,",1063.0,10,medium
"15 Nguyen Cao,",Quán Rắn Hương Phù Sa,1063.0,10,high
Bia Góc,Si Cafe,1064.79,10,low
Si Cafe,Bia Góc,1064.79,10,high
Bia Góc,"Chung cư mỹ cảnh, đường Phạm Thái Bường,",1065.04,10,high
"Chung cư mỹ cảnh, đường Phạm Thái Bường,",Bia Góc,1065.04,10,medium
WinMart+,Nguyễn Văn Linh,1066.27,10,high
Nguyễn Văn Linh,WinMart+,1066.27,10,low
Mai Văn Vĩnh,Đại Lý Sơn Nuớc Trường Đạt,1066.28,10,medium
Đại Lý Sơn Nuớc Trường Đạt,Mai Văn Vĩnh,1066.28,10,medium
WinMart+,Hỷ Lạc Bánh Mì Chay,1067.05,10,low
Hỷ Lạc Bánh Mì Chay,WinMart+,1067.05,10,low
"20/10 đường số 2,","78B đường số 43, khu phố 4",1067.28,10,low
"78B đường số 43, khu phố 4","20/10 đường số 2,",1067.28,10,medium
Chè Thiên Đường,Thiên Sơn Plaza,1070.02,10,low
Thiên Sơn Plaza,Chè Thiên Đường,1070.02,10,low
"163 đường 45,",Phan Huy Thục,1070.47,10,low
Phan Huy Thục,"163 đường 45,",1070.47,10,low
Cửa hàng Chuồn chuồn Đỏ,Nhà Thuốc An Khang,1070.73,10,low
Nhà Thuốc An Khang,Cửa hàng Chuồn chuồn Đỏ,1070.73,10,low
541 Huỳnh Tấn Phát,"số 14 Đường tân thuận tây, phường tân thuận tây, quận 7, thành phố hồ chí minh,",1070.83,10,low
"số 14 Đường tân thuận tây, phường tân thuận tây, quận 7, thành phố hồ chí minh,",541 Huỳnh Tấn Phát,1070.83,10,medium
Nguyễn Thị Thập,Circle K,1071.39,10,medium
Circle K,Nguyễn Thị Thập,1071.39,10,medium
Bệnh viện Quận 7,"170A Lâm Văn Bền, KP4,",1071.58,10,high
"170A Lâm Văn Bền, KP4,",Bệnh viện Quận 7,1071.58,10,low
Cà Phê Long Béo,Quán Ăn An Ký,1071.74,10,low
Quán Ăn An Ký,Cà Phê Long Béo,1071.74,10,medium
Nhà Thuốc An Khang,Quán Rắn Hương Phù Sa,1075.89,10,low
Quán Rắn Hương Phù Sa,Nhà Thuốc An Khang,1075.89,10,low
"Chung cư River panorama số 26 đường lê thị chợ, Quận 7,",Mầm non Ban Mai,1075.94,10,low
Mầm non Ban Mai,"Chung cư River panorama số 26 đường lê thị chợ, Quận 7,",1075.94,10,high
541 Huỳnh Tấn Phát,803/23/10 Huỳnh Tấn Phát,1076.02,10,low
803/23/10 Huỳnh Tấn Phát,541 Huỳnh Tấn Phát,1076.02,10,low
Chợ Cư xá Ngân hàng,"6/57 Trần Văn Khánh,",1076.81,10,low
"6/57 Trần Văn Khánh,",Chợ Cư xá Ngân hàng,1076.81,10,low
Tịnh xá Ngọc Quy,"08 đường 10, kdc ven sông, phường tân phong, quận 7, thành phố hồ chí minh,",1076.86,10,low
"08 đường 10, kdc ven sông, phường tân phong, quận 7, thành phố hồ chí minh,",Tịnh xá Ngọc Quy,1076.86,10,low
Nguyễn Thị Thập,"15 Nguyen Cao,",1077.06,10,low
"15 Nguyen Cao,",Nguyễn Thị Thập,1077.06,10,medium
Đại Lý Sơn Nuớc Trường Đạt,Phan Huy Thục,1078.01,10,low
Phan Huy Thục,Đại Lý Sơn Nuớc Trường Đạt,1078.01,10,low
"36A, Đường 81,",Hương Sen Spa,1078.72,10,medium
Hương Sen Spa,"36A, Đường 81,",1078.72,10,high
43 Đường Số 43,Bệnh viện Quận 7,1079.44,10,low
Bệnh viện Quận 7,43 Đường Số 43,1079.44,10,high
"803/23/10 Huỳnh Tấn Phát,",541 Huỳnh Tấn Phát,1079.68,10,low
541 Huỳnh Tấn Phát,"803/23/10 Huỳnh Tấn Phát,",1079.68,10,low
Chợ Cư xá Ngân hàng,"67 Mai Văn Vĩnh,",1080.43,10,medium
"67 Mai Văn Vĩnh,",Chợ Cư xá Ngân hàng,1080.43,10,high
Trường Quốc tế Nam Sài Gòn,Trung Tâm Mua Sắm Vivo City,1080.48,10,high
Trung Tâm Mua Sắm Vivo City,Trường Quốc tế Nam Sài Gòn,1080.48,10,low
"26 đường số 10 kdc nam long, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",803/23/10 Huỳnh Tấn Phát,1081.36,10,high
803/23/10 Huỳnh Tấn Phát,"26 đường số 10 kdc nam long, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1081.36,10,low
Tịnh xá Ngọc Quy,Katinat Nguyễn Thị Thập,1081.41,10,medium
Katinat Nguyễn Thị Thập,Tịnh xá Ngọc Quy,1081.41,10,medium
"67 Mai Văn Vĩnh,",불막열삼,1082.99,10,medium
불막열삼,"67 Mai Văn Vĩnh,",1082.99,10,low
Nguyễn Thị Thập,WinMart+,1084.66,10,medium
WinMart+,Nguyễn Thị Thập,1084.66,10,medium
"803/23/10 Huỳnh Tấn Phát,","26 đường số 10 kdc nam long, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1085.05,10,medium
"26 đường số 10 kdc nam long, phường tân thuận Đông, quận 7, thành phố hồ chí minh,","803/23/10 Huỳnh Tấn Phát,",1085.05,10,low
Nguyễn Thị Thập,"Số nhà 15 Nguyễn Cao, Toà nhà Chung cư Hapy Valley,",1085.56,10,high
"Số nhà 15 Nguyễn Cao, Toà nhà Chung cư Hapy Valley,",Nguyễn Thị Thập,1085.56,10,high
"Chung cư mỹ cảnh, đường Phạm Thái Bường,",Cà Phê Long Béo,1086.92,10,medium
Cà Phê Long Béo,"Chung cư mỹ cảnh, đường Phạm Thái Bường,",1086.92,10,medium
Phan Huy Thục,Bệnh viện Tân Hưng,1087.17,10,medium
Bệnh viện Tân Hưng,Phan Huy Thục,1087.17,10,medium
Cà Phê Long Béo,Si Cafe,1087.53,10,high
Si Cafe,Cà Phê Long Béo,1087.53,10,low
Đại học Cảnh sát,E50 Đường Số 9 Khu Dân Cư Him Lam,1088.05,10,low
E50 Đường Số 9 Khu Dân Cư Him Lam,Đại học Cảnh sát,1088.05,10,low
Đại Lý Sơn Nuớc Trường Đạt,Trung Tâm Mua Sắm Vivo City,1088.1,10,low
Trung Tâm Mua Sắm Vivo City,Đại Lý Sơn Nuớc Trường Đạt,1088.1,10,medium
Bia Góc,Siêu Thị K-Market,1089.64,10,low
Siêu Thị K-Market,Bia Góc,1089.64,10,low
"487/23 huỳnh tấn phát, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",Bệnh viện Quận 7,1090.4,10,low
"67 Mai Văn Vĩnh,",Nhà Thuốc An Khang,1090.4,10,low
Bệnh viện Quận 7,"487/23 huỳnh tấn phát, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1090.4,10,high
Nhà Thuốc An Khang,"67 Mai Văn Vĩnh,",1090.4,10,low
Hỷ Lạc Bánh Mì Chay,An Vegetarian,1090.55,10,medium
An Vegetarian,Hỷ Lạc Bánh Mì Chay,1090.55,10,low
Hương Sen Spa,Quán Rắn Hương Phù Sa,1094.08,10,medium
Quán Rắn Hương Phù Sa,Hương Sen Spa,1094.08,10,medium
"67 Mai Văn Vĩnh,",Bệnh viện Quận 7,1097.18,10,low
Bệnh viện Quận 7,"67 Mai Văn Vĩnh,",1097.18,10,low
Cà Phê Long Béo,"170A Lâm Văn Bền, KP4,",1097.55,10,medium
"170A Lâm Văn Bền, KP4,",Cà Phê Long Béo,1097.55,10,low
Chè Thiên Đường,"67 Mai Văn Vĩnh,",1098.61,10,high
"67 Mai Văn Vĩnh,",Chè Thiên Đường,1098.61,10,low
43 Đường Số 43,Cà Phê Long Béo,1100.13,10,high
Cà Phê Long Béo,43 Đường Số 43,1100.13,10,medium
2/2 Đường Số 79,불막열삼,1100.96,10,high
불막열삼,2/2 Đường Số 79,1100.96,10,medium
"487/23 huỳnh tấn phát, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",Bệnh viện Quận 7,1101.46,10,low
Bệnh viện Quận 7,"487/23 huỳnh tấn phát, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1101.46,10,low
Trạm Xe Bus Công Ty Nidec,"Toà nhà FPT đường số 8,",1102.1,10,medium
"Toà nhà FPT đường số 8,",Trạm Xe Bus Công Ty Nidec,1102.1,10,low
불막열삼,Katinat Nguyễn Thị Thập,1105.26,10,high
Katinat Nguyễn Thị Thập,불막열삼,1105.26,10,low
Katinat,Boutique Charmés,1105.37,10,low
Boutique Charmés,Katinat,1105.37,10,low
Cà Phê Long Béo,Siêu Thị K-Market,1105.48,10,low
Siêu Thị K-Market,Cà Phê Long Béo,1105.48,10,low
"163 đường 45,",호치민 지구촌 교회,1106.11,10,low
호치민 지구촌 교회,"163 đường 45,",1106.11,10,medium
Mai Văn Vĩnh,Hương Sen Spa,1106.29,10,low
Hương Sen Spa,Mai Văn Vĩnh,1106.29,10,low
Hương Sen Spa,"55a lê văn lương khu phố 1 phường tân phong quận 7, phường tân phong, quận 7, thành phố hồ chí minh,",1107.06,10,low
"55a lê văn lương khu phố 1 phường tân phong quận 7, phường tân phong, quận 7, thành phố hồ chí minh,",Hương Sen Spa,1107.06,10,medium
Nhà Mẫu Phú Mỹ Hưng,Mầm non Ban Mai,1109.67,10,high
Mầm non Ban Mai,Nhà Mẫu Phú Mỹ Hưng,1109.67,10,medium
Bia Góc,Hà Huy Tập,1110.57,10,medium
Hà Huy Tập,Bia Góc,1110.57,10,high
Tịnh xá Ngọc Quy,Quán Ăn An Ký,1112.6,10,low
Quán Ăn An Ký,Tịnh xá Ngọc Quy,1112.6,10,high
"55a lê văn lương khu phố 1 phường tân phong quận 7, phường tân phong, quận 7, thành phố hồ chí minh,","Riverpark Premier - Riverpark 2, Nguyễn Đức Cảnh C-16.05,",1114.55,10,low
"Riverpark Premier - Riverpark 2, Nguyễn Đức Cảnh C-16.05,","55a lê văn lương khu phố 1 phường tân phong quận 7, phường tân phong, quận 7, thành phố hồ chí minh,",1114.55,10,medium
"36A, Đường 81,",Nhà Thuốc An Khang,1115.44,10,low
Nhà Thuốc An Khang,"36A, Đường 81,",1115.44,10,low
Mầm non Ban Mai,"Chung cư River Panorama (tháp 2) đường Lê Thị Chợ,",1115.74,10,high
"Chung cư River Panorama (tháp 2) đường Lê Thị Chợ,",Mầm non Ban Mai,1115.74,10,low
Quán Rắn Hương Phù Sa,Phan Huy Thục,1117.58,10,high
Phan Huy Thục,Quán Rắn Hương Phù Sa,1117.58,10,medium
Sunrise Cityview - Sảnh A,"1041 / 17 trần xuân soạn, phường tân hưng, quận 7, thành phố hồ chí minh,",1117.8,10,low
"1041 / 17 trần xuân soạn, phường tân hưng, quận 7, thành phố hồ chí minh,",Sunrise Cityview - Sảnh A,1117.8,10,medium
Đại Lý Sơn Nuớc Trường Đạt,"67 Mai Văn Vĩnh,",1119.41,10,low
"67 Mai Văn Vĩnh,",Đại Lý Sơn Nuớc Trường Đạt,1119.41,10,low
Đầu bến Tân Quy,An Vegetarian,1120.38,10,high
An Vegetarian,Đầu bến Tân Quy,1120.38,10,high
Mai Văn Vĩnh,Katinat Nguyễn Thị Thập,1120.59,10,high
Katinat Nguyễn Thị Thập,Mai Văn Vĩnh,1120.59,10,medium
Nguyễn Thị Thập,Boutique Charmés,1120.74,10,low
Boutique Charmés,Nguyễn Thị Thập,1120.74,10,medium
Thiên Sơn Plaza,Si Cafe,1121.0,10,high
Si Cafe,Thiên Sơn Plaza,1121.0,10,low
Sunrise Cityview - Sảnh A,Quán Rắn Hương Phù Sa,1122.99,10,medium
Quán Rắn Hương Phù Sa,Sunrise Cityview - Sảnh A,1122.99,10,medium
Thiên Sơn Plaza,Công viên Mỹ Kim,1123.17,10,medium
Công viên Mỹ Kim,Thiên Sơn Plaza,1123.17,10,high
Nhà Thuốc An Khang,2/2 Đường Số 79,1123.38,10,low
2/2 Đường Số 79,Nhà Thuốc An Khang,1123.38,10,low
Hương Sen Spa,Katinat Nguyễn Thị Thập,1123.82,10,medium
Katinat Nguyễn Thị Thập,Hương Sen Spa,1123.82,10,medium
"803/23/10 Huỳnh Tấn Phát,",Circle K,1124.04,10,high
Circle K,"803/23/10 Huỳnh Tấn Phát,",1124.04,10,medium
Chè Thiên Đường,Quán Rắn Hương Phù Sa,1125.1,10,medium
Quán Rắn Hương Phù Sa,Chè Thiên Đường,1125.1,10,low
43 Đường Số 43,Tân Thuận Tây,1125.13,10,medium
Tân Thuận Tây,43 Đường Số 43,1125.13,10,low
803/23/10 Huỳnh Tấn Phát,Circle K,1125.61,10,high
Circle K,803/23/10 Huỳnh Tấn Phát,1125.61,10,low
Cà Phê Long Béo,Hà Huy Tập,1125.69,10,low
Hà Huy Tập,Cà Phê Long Béo,1125.69,10,high
Quán Cơm Tâm Mộc,"55a lê văn lương khu phố 1 phường tân phong quận 7, phường tân phong, quận 7, thành phố hồ chí minh,",1126.07,10,low
"55a lê văn lương khu phố 1 phường tân phong quận 7, phường tân phong, quận 7, thành phố hồ chí minh,",Quán Cơm Tâm Mộc,1126.07,10,medium
Thiên Sơn Plaza,2/2 Đường Số 79,1127.05,10,low
2/2 Đường Số 79,Thiên Sơn Plaza,1127.05,10,medium
Siêu Thị K-Market,Boutique Charmés,1128.07,10,medium
Boutique Charmés,Siêu Thị K-Market,1128.07,10,low
"55a lê văn lương khu phố 1 phường tân phong quận 7, phường tân phong, quận 7, thành phố hồ chí minh,",Hà Huy Tập,1130.69,10,low
Hà Huy Tập,"55a lê văn lương khu phố 1 phường tân phong quận 7, phường tân phong, quận 7, thành phố hồ chí minh,",1130.69,10,low
Saigon Riverside Complex,Nhà Thuốc Thái Thanh,1131.1,10,low
Nhà Thuốc Thái Thanh,Saigon Riverside Complex,1131.1,10,low
"Hẻm 43B/2  Võ Thị Nhờ, phường Tân Thuận Đông, Q7,",Bệnh viện Quận 7,1131.33,10,low
Bệnh viện Quận 7,"Hẻm 43B/2  Võ Thị Nhờ, phường Tân Thuận Đông, Q7,",1131.33,10,medium
Trường Tiểu học Lê Anh Xuân,"Căn hộ 112, chung cư An Hoà 7, đường số 7,",1132.09,10,medium
"Căn hộ 112, chung cư An Hoà 7, đường số 7,",Trường Tiểu học Lê Anh Xuân,1132.09,10,low
Đại Lý Sơn Nuớc Trường Đạt,Nhà Thuốc An Khang,1132.35,10,high
Nhà Thuốc An Khang,Đại Lý Sơn Nuớc Trường Đạt,1132.35,10,medium
Mai Văn Vĩnh,Chợ Cư xá Ngân hàng,1135.41,10,high
Chợ Cư xá Ngân hàng,Mai Văn Vĩnh,1135.41,10,low
Chè Thiên Đường,Hỷ Lạc Bánh Mì Chay,1135.42,10,low
Hỷ Lạc Bánh Mì Chay,Chè Thiên Đường,1135.42,10,medium
"487/23 huỳnh tấn phát, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",Tân Thuận Tây,1135.61,10,low
Tân Thuận Tây,"487/23 huỳnh tấn phát, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1135.61,10,low
